Item,Skill_req,Level,Slot,Craft_loot,Quality,Item_type,Attribute,Boost,Type_boost,Skill_boost,Note
Iron Pickaxe,Mining,20,Tool,Craft,Perfect,Pickaxe,Work Efficiency,16,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Perfect,Pickaxe,Double Action,3,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Perfect,Pickaxe,Double Rewards,8,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Perfect,Pickaxe,Fine Material Finding,25,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Perfect,Pickaxe,Chest Finding,19,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Perfect,Pickaxe,Find Gems,25,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Eternal,Pickaxe,Work Efficiency,20,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Eternal,Pickaxe,Double Action,8,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Eternal,Pickaxe,Double Rewards,10,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Eternal,Pickaxe,Fine Material Finding,26,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Eternal,Pickaxe,Chest Finding,20,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Eternal,Pickaxe,Find Gems,26,Percentage,Mining,While doing  Mining
Iron Sickle,Foraging,20,Tool,Craft,Normal,"Sickle, Foraging Tool",Work Efficiency,8,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Normal,"Sickle, Foraging Tool",Double Rewards,2,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Normal,"Sickle, Foraging Tool",Fine Material Finding,26,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Normal,"Sickle, Foraging Tool",Chest Finding,10,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Good,"Sickle, Foraging Tool",Work Efficiency,10,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Good,"Sickle, Foraging Tool",Double Rewards,4,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Good,"Sickle, Foraging Tool",Fine Material Finding,42,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Good,"Sickle, Foraging Tool",Chest Finding,16,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Great,"Sickle, Foraging Tool",Work Efficiency,13,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Great,"Sickle, Foraging Tool",Double Action,2,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Great,"Sickle, Foraging Tool",Double Rewards,6,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Great,"Sickle, Foraging Tool",Fine Material Finding,48,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Great,"Sickle, Foraging Tool",Chest Finding,18,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Excellent,"Sickle, Foraging Tool",Work Efficiency,16,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Excellent,"Sickle, Foraging Tool",Double Action,4,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Excellent,"Sickle, Foraging Tool",Double Rewards,8,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Excellent,"Sickle, Foraging Tool",Fine Material Finding,50,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Excellent,"Sickle, Foraging Tool",Chest Finding,19,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Perfect,"Sickle, Foraging Tool",Work Efficiency,20,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Action,9,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Rewards,10,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Perfect,"Sickle, Foraging Tool",Fine Material Finding,52,Percentage,Foraging,While doing  Foraging
Iron Sickle,Foraging,20,Tool,Craft,Perfect,"Sickle, Foraging Tool",Chest Finding,20,Percentage,Foraging,While doing  Foraging
Fishing Spear,Fishing,25,Tool,Craft,Normal,Fishing Spear,Work Efficiency,10,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Normal,Fishing Spear,Double Rewards,2,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Normal,Fishing Spear,Fine Material Finding,14,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Normal,Fishing Spear,Chest Finding,16,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Good,Fishing Spear,Work Efficiency,12,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Good,Fishing Spear,Double Rewards,4,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Good,Fishing Spear,Fine Material Finding,22,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Good,Fishing Spear,Chest Finding,26,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Great,Fishing Spear,Work Efficiency,16,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Great,Fishing Spear,Double Action,1,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Great,Fishing Spear,Double Rewards,6,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Great,Fishing Spear,Fine Material Finding,25,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Great,Fishing Spear,Chest Finding,29,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Excellent,Fishing Spear,Work Efficiency,20,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Excellent,Fishing Spear,Double Action,3,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Excellent,Fishing Spear,Double Rewards,8,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Excellent,Fishing Spear,Fine Material Finding,26,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Excellent,Fishing Spear,Chest Finding,31,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Perfect,Fishing Spear,Work Efficiency,25,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Perfect,Fishing Spear,Double Action,9,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Perfect,Fishing Spear,Double Rewards,10,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Perfect,Fishing Spear,Fine Material Finding,27,Percentage,Fishing,While doing  Fishing
Fishing Spear,Fishing,25,Tool,Craft,Perfect,Fishing Spear,Chest Finding,33,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Normal,"Fishing Rod, Fishing",Work Efficiency,11,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Normal,"Fishing Rod, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Normal,"Fishing Rod, Fishing",Double Rewards,2,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Normal,"Fishing Rod, Fishing",Fine Material Finding,30,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Normal,"Fishing Rod, Fishing",Chest Finding,13,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Good,"Fishing Rod, Fishing",Work Efficiency,14,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Good,"Fishing Rod, Fishing",Double Action,2,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Good,"Fishing Rod, Fishing",Double Rewards,4,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Good,"Fishing Rod, Fishing",Fine Material Finding,48,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Good,"Fishing Rod, Fishing",Chest Finding,21,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Great,"Fishing Rod, Fishing",Work Efficiency,18,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Great,"Fishing Rod, Fishing",Double Action,3,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Great,"Fishing Rod, Fishing",Double Rewards,6,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Great,"Fishing Rod, Fishing",Fine Material Finding,54,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Great,"Fishing Rod, Fishing",Chest Finding,24,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Excellent,"Fishing Rod, Fishing",Work Efficiency,22,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Action,5,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Rewards,8,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Excellent,"Fishing Rod, Fishing",Fine Material Finding,58,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Excellent,"Fishing Rod, Fishing",Chest Finding,25,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Perfect,"Fishing Rod, Fishing",Work Efficiency,27,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Action,12,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Rewards,10,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Perfect,"Fishing Rod, Fishing",Fine Material Finding,62,Percentage,Fishing,While doing  Fishing
Oak Fishing Rod,Fishing,30,Tool,Craft,Perfect,"Fishing Rod, Fishing",Chest Finding,26,Percentage,Fishing,While doing  Fishing
Steel Hatchet,Woodcutting,30,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,11,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Normal,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Normal,Woodcutting Hatchet,Double Rewards,2,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Normal,Woodcutting Hatchet,Fine Material Finding,15,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Normal,Woodcutting Hatchet,Chest Finding,13,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Normal,Woodcutting Hatchet,Find Bird Nests,15,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,14,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Good,Woodcutting Hatchet,Double Action,2,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,4,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Good,Woodcutting Hatchet,Fine Material Finding,24,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,21,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,24,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,18,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Great,Woodcutting Hatchet,Double Action,3,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,6,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Great,Woodcutting Hatchet,Fine Material Finding,27,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,24,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,27,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,22,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Excellent,Woodcutting Hatchet,Double Action,5,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,8,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Excellent,Woodcutting Hatchet,Fine Material Finding,29,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,25,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,29,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,27,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,12,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,10,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Perfect,Woodcutting Hatchet,Fine Material Finding,31,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,26,Percentage,Woodcutting,While doing  Woodcutting
Steel Hatchet,Woodcutting,30,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,31,Percentage,Woodcutting,While doing  Woodcutting
Steel Pickaxe,Mining,30,Tool,Craft,Normal,Pickaxe,Work Efficiency,11,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Normal,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Normal,Pickaxe,Double Rewards,2,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Normal,Pickaxe,Fine Material Finding,15,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Normal,Pickaxe,Chest Finding,13,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Normal,Pickaxe,Find Gems,15,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Good,Pickaxe,Work Efficiency,14,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Good,Pickaxe,Double Action,2,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Good,Pickaxe,Double Rewards,4,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Good,Pickaxe,Fine Material Finding,24,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Good,Pickaxe,Chest Finding,21,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Good,Pickaxe,Find Gems,24,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Great,Pickaxe,Work Efficiency,18,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Great,Pickaxe,Double Action,3,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Great,Pickaxe,Double Rewards,6,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Great,Pickaxe,Fine Material Finding,27,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Great,Pickaxe,Chest Finding,24,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Great,Pickaxe,Find Gems,27,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Excellent,Pickaxe,Work Efficiency,22,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Excellent,Pickaxe,Double Action,5,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Excellent,Pickaxe,Double Rewards,8,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Excellent,Pickaxe,Fine Material Finding,29,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Excellent,Pickaxe,Chest Finding,25,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Excellent,Pickaxe,Find Gems,29,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Perfect,Pickaxe,Work Efficiency,27,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Perfect,Pickaxe,Double Action,12,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Perfect,Pickaxe,Double Rewards,10,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Perfect,Pickaxe,Fine Material Finding,31,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Perfect,Pickaxe,Chest Finding,26,Percentage,Mining,While doing  Mining
Steel Pickaxe,Mining,30,Tool,Craft,Perfect,Pickaxe,Find Gems,31,Percentage,Mining,While doing  Mining
Steel Sickle,Foraging,30,Tool,Craft,Normal,"Sickle, Foraging Tool",Work Efficiency,11,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Normal,"Sickle, Foraging Tool",Double Action,1,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Normal,"Sickle, Foraging Tool",Double Rewards,2,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Normal,"Sickle, Foraging Tool",Fine Material Finding,30,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Normal,"Sickle, Foraging Tool",Chest Finding,13,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Good,"Sickle, Foraging Tool",Work Efficiency,14,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Good,"Sickle, Foraging Tool",Double Action,2,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Good,"Sickle, Foraging Tool",Double Rewards,4,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Good,"Sickle, Foraging Tool",Fine Material Finding,48,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Good,"Sickle, Foraging Tool",Chest Finding,21,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Great,"Sickle, Foraging Tool",Work Efficiency,18,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Great,"Sickle, Foraging Tool",Double Action,3,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Great,"Sickle, Foraging Tool",Double Rewards,6,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Great,"Sickle, Foraging Tool",Fine Material Finding,54,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Great,"Sickle, Foraging Tool",Chest Finding,24,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Excellent,"Sickle, Foraging Tool",Work Efficiency,22,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Excellent,"Sickle, Foraging Tool",Double Action,5,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Excellent,"Sickle, Foraging Tool",Double Rewards,8,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Excellent,"Sickle, Foraging Tool",Fine Material Finding,58,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Excellent,"Sickle, Foraging Tool",Chest Finding,25,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Perfect,"Sickle, Foraging Tool",Work Efficiency,27,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Action,12,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Rewards,10,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Perfect,"Sickle, Foraging Tool",Fine Material Finding,62,Percentage,Foraging,While doing  Foraging
Steel Sickle,Foraging,30,Tool,Craft,Perfect,"Sickle, Foraging Tool",Chest Finding,26,Percentage,Foraging,While doing  Foraging
Lobster Pot,Global,,Tool,Craft,Normal,Fishing Cage,Work Efficiency,10,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Good,Fishing Cage,Work Efficiency,12,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Good,Fishing Cage,Double Action,1,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Good,Fishing Cage,Double Rewards,3,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Good,Fishing Cage,Fine Material Finding,32,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Good,Fishing Cage,Chest Finding,14,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Great,Fishing Cage,Work Efficiency,15,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Great,Fishing Cage,Double Action,2,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Great,Fishing Cage,Double Rewards,6,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Great,Fishing Cage,Fine Material Finding,52,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Great,Fishing Cage,Chest Finding,22,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Excellent,Fishing Cage,Work Efficiency,20,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Excellent,Fishing Cage,Double Action,3,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Excellent,Fishing Cage,Double Rewards,9,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Excellent,Fishing Cage,Fine Material Finding,58,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Excellent,Fishing Cage,Chest Finding,25,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Perfect,Fishing Cage,Work Efficiency,25,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Perfect,Fishing Cage,Double Action,6,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Perfect,Fishing Cage,Double Rewards,12,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Perfect,Fishing Cage,Fine Material Finding,62,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Perfect,Fishing Cage,Chest Finding,26,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Eternal,Fishing Cage,Work Efficiency,31,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Eternal,Fishing Cage,Double Action,9,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Eternal,Fishing Cage,Double Rewards,15,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Eternal,Fishing Cage,Fine Material Finding,66,Percentage,Fishing,While doing  Fishing
Lobster Pot,Global,,Tool,Craft,Eternal,Fishing Cage,Chest Finding,27,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Normal,Bug Catching Net,Work Efficiency,4,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Normal,Bug Catching Net,Work Efficiency,4,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Normal,Bug Catching Net,Double Rewards,1,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Normal,Bug Catching Net,Double Rewards,1,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Good,Bug Catching Net,Work Efficiency,5,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Good,Bug Catching Net,Work Efficiency,5,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Good,Bug Catching Net,Double Rewards,2,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Good,Bug Catching Net,Double Rewards,2,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Great,Bug Catching Net,Work Efficiency,6,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Great,Bug Catching Net,Work Efficiency,6,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Great,Bug Catching Net,Double Rewards,3,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Great,Bug Catching Net,Double Rewards,3,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Excellent,Bug Catching Net,Work Efficiency,7,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Excellent,Bug Catching Net,Work Efficiency,7,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Excellent,Bug Catching Net,Double Rewards,4,Percentage,Fishing,While doing  Fishing
